codigo_cnv,id_detalle_cnv,denominacion_cnv,verificado_por,curado_en
1570,86900,PIONERO MONEY MARKET DOLAR,nombre,2026-08-23
1571,86904,BAVSA AHORRO DÓLAR,nombre,2026-08-23
1573,86915,PARAKEET CAPITAL PLUS,nombre,2026-08-23
1574,86916,PARAKEET RENTA PESOS,nombre,2026-08-23
1575,86917,PARAKEET PESOS,nombre,2026-08-23
1576,86972,CHAMPAQUÍ FONDO LIQUIDEZ DÓLAR,nombre,2026-08-23
1577,86933,ZOFINGEN PESOS YA,nombre,2026-08-23
1578,86979,TORONTO TRUST MONEY MARKET DÓLAR F.C.I.,nombre,2026-08-23
1579,87159,WISE CAPITAL HEDGE,nombre,2026-08-23
1580,87160,WISE CAPITAL EQUITY,nombre,2026-08-23
1581,87161,WISE CAPITAL GLOBAL MARKETS,nombre,2026-08-23
1583,87163,WISE CAPITAL MULTISTRATEGY,nombre,2026-08-23
1584,87164,WISE CAPITAL SAVING,nombre,2026-08-23
1585,86995,PARAKEET INCOME,nombre,2026-08-23
1586,86996,PARAKEET GLOBAL,nombre,2026-08-23
1587,87030,BULL MARKET AHORRO DÓLARES FCI,nombre,2026-08-23
1588,87031,BULL MARKET AHORRO PESOS FCI,nombre,2026-08-23
1589,87074,Fundcorp Crecimiento,nombre,2026-08-23
1593,87122,VALIANT RENTA FIJA BALANCEADO III FCI,nombre,2026-08-23
1594,87123,VALIANT RENTA FIJA BALANCEADO IV FCI,nombre,2026-08-23
1595,87103,FIMA PREMIUM DOLARES,nombre,2026-08-23
1596,87158,PELLEGRINI MONEY MARKET USD,nombre,2026-08-23
1598,87173,BALANZ CAPITAL ESTRATEGIA VI USD,nombre,2026-08-23
1603,87152,ALLARIA EQUITY SELECTION FCI,nombre,2026-08-23
1604,87165,ALLARIA DÓLAR GESTIÓN FCI,nombre,2026-08-23
1605,87166,ALLARIA DÓLAR PERFORMANCE FCI,nombre,2026-08-23
1606,87167,ALLARIA GESTIÓN DINÁMICA FCI,nombre,2026-08-23
1607,87168,ALLARIA GESTIÓN V FCI,nombre,2026-08-23
1608,87169,ALLARIA PERFORMANCE FCI,nombre,2026-08-23
161,63304,PELLEGRINI ACCIONES,nombre,2026-08-23
1610,87188,COCOS ACCIONES FCI,nombre,2026-08-23
1611,87190,COCOS PESOS PLUS FCI,nombre,2026-08-23
1612,87191,COCOS MEDALLA FCI,nombre,2026-08-23
1613,87180,Superfondo Ahorro en Dolares,nombre,2026-08-23
1619,87379,MAX ACCIONES ARGENTINAS FCI,nombre,2026-08-23
162,63305,PELLEGRINI RENTA PESOS,nombre,2026-08-23
1621,87288,ARGENFUNDS LIQUIDEZ DÓLARES F.C.I.,nombre,2026-08-23
1622,87255,CICLO NOVA CORTO PLAZO DÓLAR,nombre,2026-08-23
1623,87324,AVANTIA MULTIESTRATEGIA,nombre,2026-08-23
1624,87328,AXIS ESTRATEGIA 28,nombre,2026-08-23
1625,87329,AXIS ESTRATEGIA 29,nombre,2026-08-23
1626,87330,BURSÁTIL X RETORNO ABSOLUTO,nombre,2026-08-23
1627,87331,AXIS ESTRATEGIA 31,nombre,2026-08-23
1628,87325,AXIS ESTRATEGIA DÓLAR 3,nombre,2026-08-23
1629,87332,TRANSATLANTICA ESTRATEGIA DÓLAR,nombre,2026-08-23
163,63306,PELLEGRINI RENTA,nombre,2026-08-23
1631,87371,AXIS GESTIÓN 1,nombre,2026-08-23
1633,87282,PARAKEET PREMIUM,nombre,2026-08-23
1634,87283,PARAKEET MM INVESTMENTS FUND,nombre,2026-08-23
1635,87284,PARAKEET MULTIMERCADO,nombre,2026-08-23
1636,87285,PARAKEET DINAMICO,nombre,2026-08-23
1637,87286,PARAKEET LATAM,nombre,2026-08-23
1638,87287,PARAKEET ABIERTO PYMES,nombre,2026-08-23
1639,87305,CHACO FONDO COMÚN DE INVERSIÓN RENTA FIJA DÓLARES,nombre,2026-08-23
1640,87300,CICLO NOVA BALANCEADO,nombre,2026-08-23
1643,87479,CMA Estrategia Pesos,nombre,2026-08-23
1644,87478,CMA Dolar Dinamico,nombre,2026-08-23
1645,87380,MAX MONEY MARKET DOLARES FCI,nombre,2026-08-23
1647,87501,PIONERO DOLAR DINAMICO,nombre,2026-08-23
1648,87502,PIONERO DOLAR GESTION,nombre,2026-08-23
1649,87503,PIONERO DOLAR MIX,nombre,2026-08-23
165,63189,FBA MONEY MARKET PESOS,nombre,2026-08-23
1650,87359,MP AHORRO,nombre,2026-08-23
1651,87393,MEGAQM GESTIÓN DÓLARES 2,nombre,2026-08-23
1657,87448,IOL Portafolio Potenciado,nombre,2026-08-23
1660,87467,CRECER AHORRO,nombre,2026-08-23
1661,87468,CRECER ACCIONES,nombre,2026-08-23
1664,87471,CRECER LIQUIDEZ,nombre,2026-08-23
1665,87472,CRECER CAPITAL DÓLARES,nombre,2026-08-23
1666,87489,GAINVEST PERFORMANCE,nombre,2026-08-23
1667,87490,GAINVEST PERFORMANCE II,nombre,2026-08-23
1668,87491,GAINVEST DOLARES PREMIUM,nombre,2026-08-23
1671,87563,FCI CONOSUR LIQUIDEZ,nombre,2026-08-23
1672,87562,FCI CONOSUR AHORRO,nombre,2026-08-23
1674,87561,FCI CONOSUR RENTA FIJA CORPORATIVA,nombre,2026-08-23
1678,87586,FBA MONEY MARKET DÓLAR,nombre,2026-08-23
1680,87611,BALANZ RENTA FIJA GLOBAL,nombre,2026-08-23
1681,87612,BALANZ RENTA VARIABLE GLOBAL,nombre,2026-08-23
1682,87570,COMPASS RENTA MIXTA DÓLARES II,nombre,2026-08-23
1683,87645,NOVUS RENTA VARIABLE,nombre,2026-08-23
1689,87710,AXIS ESTRATEGIA 32,nombre,2026-08-23
1690,87720,AXIS ESTRATEGIA 33,nombre,2026-08-23
1692,87722,AXIS ESTRATEGIA DÓLAR 5,nombre,2026-08-23
1693,87723,AXIS ESTRATEGIA DÓLAR 6,nombre,2026-08-23
1694,87732,Schroder Liquidez Dólares F.C.I.,nombre,2026-08-23
1695,87633,COMPASS RENTA MIXTA DÓLARES III FCI,nombre,2026-08-23
1696,87796,BAVSA RENTA BALANCEADO V,nombre,2026-08-23
1697,87795,BAVSA ESTRATEGIA DÓLAR,nombre,2026-08-23
1698,87680,Premier Corto Plazo en Dólares,nombre,2026-08-23
1699,87690,COMPASS RENTA MIXTA III FCI,nombre,2026-08-23
1700,87691,COMPASS RENTA MIXTA IV FCI,nombre,2026-08-23
1701,87675,PELLEGRINI LIQUIDEZ PESOS,nombre,2026-08-23
1702,87777,MAX RETORNO TOTAL PESOS FCI,nombre,2026-08-23
1707,87761,CONSULTATIO ESTRATEGIA I,nombre,2026-08-23
1708,87762,CONSULTATIO ESTRATEGIA II,nombre,2026-08-23
1709,87763,CONSULTATIO ESTRATEGIA III,nombre,2026-08-23
1710,87764,CONSULTATIO ESTRATEGIA IV,nombre,2026-08-23
1711,87765,CONSULTATIO ESTRATEGIA V,nombre,2026-08-23
1712,87780,PARAKEET DINÁMICO II,nombre,2026-08-23
1713,87781,PARAKEET DINÁMICO III,nombre,2026-08-23
1714,87782,PARAKEET COBALTO ESTRATEGIA,nombre,2026-08-23
1715,87783,PARAKEET BLEND,nombre,2026-08-23
1716,87784,PARAKEET MULTIMERCADO III,nombre,2026-08-23
1722,87834,ALPHA RENTA FIJA CORPORATIVA DOLAR,nombre,2026-08-23
1723,87835,ALPHA DOLAR,nombre,2026-08-23
1724,87799,VALIANT MONEY MARKET DOLARES,nombre,2026-08-23
1727,87939,COCOS CRECIMIENTO FCI,nombre,2026-08-23
1734,87942,COCOS PREMIUM EQUITY FCI,nombre,2026-08-23
1736,87829,CICLO NOVA ESTRATÉGICO II,nombre,2026-08-23
1738,87838,Numancia Pesos II,nombre,2026-08-23
1739,87836,Numancia Pesos III,nombre,2026-08-23
1742,87963,GMC RETORNO TOTAL III,nombre,2026-08-23
1743,87964,GMC RETORNO TOTAL IV,nombre,2026-08-23
1744,87863,WISE CAPITAL FOCUS I,nombre,2026-08-23
1745,87864,WISE CAPITAL LEGACY,nombre,2026-08-23
1749,87867,MABRA BAVSA RENTA DÓLAR,nombre,2026-08-23
1750,87868,BAVSA RENTA BALANCEADO VI,nombre,2026-08-23
1751,87869,ARGENTARIA BAVSA RENTA FIJA DÓLARES,nombre,2026-08-23
1752,87870,MABRA BAVSA PESOS PLUS,nombre,2026-08-23
1753,87928,MAX RETORNO TOTAL PESOS II FCI,nombre,2026-08-23
1754,87926,Max Retorno Total Pesos III FCI,nombre,2026-08-23
1755,87927,MAX RETORNO TOTAL PESOS IV FCI,nombre,2026-08-23
1756,87878,CONSULTATIO MULTIMERCADO VI,nombre,2026-08-23
1757,87879,CONSULTATIO MULTIMERCADO VII,nombre,2026-08-23
1758,87880,CONSULTATIO MULTIMERCADO VIII,nombre,2026-08-23
1766,87948,AXIS ROSENTAL USD STRATEGIC INCOME,nombre,2026-08-23
1772,87886,PARAKEET BALANCED FUND II,nombre,2026-08-23
1773,88050,FBA MONEY MARKET PESOS PLUS,nombre,2026-08-23
1776,87896,NOVUS DÓLAR MM,nombre,2026-08-23
1780,88001,BAVSA RENTA BALANCEADO III,nombre,2026-08-23
1781,88002,BAVSA DEUDA PRIVADA ARGENTINA USD,nombre,2026-08-23
1785,87997,BULL MARKET RENTA FIJA PLUS FCI,nombre,2026-08-23
1786,87996,BULL MARKET ESTRATEGIA FCI,nombre,2026-08-23
1787,87998,BULL MARKET RENTA FIJA DÓLAR FCI,nombre,2026-08-23
1789,87956,COMPASS RENTA MIXTA V FCI,nombre,2026-08-23
1790,87982,COMPASS RENTA MIXTA VI FCI,nombre,2026-08-23
1791,88032,COMPASS RENTA MIXTA VII FCI,nombre,2026-08-23
1792,88019,BULL MARKET AHORRO BALANCEADO II FCI,nombre,2026-08-23
1793,87994,Valiant Renta Fija Balanceado V,nombre,2026-08-23
1794,87995,Valiant Renta Fija Balanceado VI,nombre,2026-08-23
1795,87977,Numancia Pesos IV,nombre,2026-08-23
1796,87978,Numancia Pesos V,nombre,2026-08-23
1802,88005,MP EMPRESAS ARGENTINAS,nombre,2026-08-23
1809,88012,CICLO NOVA RETORNO TOTAL II,nombre,2026-08-23
181,63367,SBS TAVELLI PLUS,nombre,2026-08-23
1813,88027,CICLO NOVA RETORNO TOTAL III,nombre,2026-08-23
1817,88111,FBA RENTA FIJA DÓLAR LATAM I,nombre,2026-08-23
1818,88112,FBA ACCIONES GLOBALES DÓLAR I,nombre,2026-08-23
1819,88113,FBA RENTA MIXTA DÓLAR I,nombre,2026-08-23
1821,88056,Superfondo Renta Balance III Fondo Común de Inversión,nombre,2026-08-23
1826,88078,PARAKEET GLOBAL OPPORTUNITIES FUND,nombre,2026-08-23
1827,88164,TANDEM - BALANCEADO I,nombre,2026-08-23
1828,88163,TANDEM - RENTA PESOS,nombre,2026-08-23
1829,88107,Allaria Calificado FCI,nombre,2026-08-23
1830,88165,TANDEM - BALANCEADO II,nombre,2026-08-23
1831,88131,ALLARIA CALIFICADO II FCI,nombre,2026-08-23
1832,88135,CONSULTATIO MULTIMERCADO IX,nombre,2026-08-23
1833,88136,CONSULTATIO MULTIMERCADO X,nombre,2026-08-23
1834,88226,PIONERO HORIZONTE,nombre,2026-08-23
1835,88183,VALIANT FONDO COMÚN DE INVERSIÓN CERRADO DE CRÉDITOS,nombre,2026-08-23
1843,88177,AXIS GESTIÓN 2,nombre,2026-08-23
1844,88178,AXIS GESTIÓN 3,nombre,2026-08-23
1845,88179,AXIS GESTIÓN 4,nombre,2026-08-23
1847,88199,PARAKEET GESTION ACTIVA,nombre,2026-08-23
1848,88192,PARAKEET GLOBAL OPPORTUNITIES FUND II,nombre,2026-08-23
1849,88368,PIONERO INTERNACIONAL,nombre,2026-08-23
1850,88209,TANDEM - CRECIMIENTO I,nombre,2026-08-23
1851,88204,TANDEM - GLOBAL FCI,nombre,2026-08-23
1852,88340,CRECER LIQUIDEZ DÓLARES,nombre,2026-08-23
1853,88235,CHIMPAY AGRESIVO,nombre,2026-08-23
1854,88236,CHIMPAY PESOS CONSERVADOR,nombre,2026-08-23
1855,88237,CHIMPAY PESOS MODERADO,nombre,2026-08-23
1856,88238,CHIMPAY RETORNO TOTAL,nombre,2026-08-23
1862,88264,BAVSA RENTA BALANCEADO VII,nombre,2026-08-23
1863,88273,Argenfunds Financiamiento Pesos II F.C.I.,nombre,2026-08-23
1864,88501,FBA RENTA FIJA DÓLAR II,nombre,2026-08-23
1865,88502,FBA RENTA MIXTA II,nombre,2026-08-23
1866,88503,FBA RENTA MIXTA III,nombre,2026-08-23
1867,88307,TANGO MONEY MARKET DINÁMICO,nombre,2026-08-23
1870,88278,Mills M1000 Balanceado Pesos FCI,nombre,2026-08-23
1872,88280,Mills Renta Fija Crecimiento Pesos FCI,nombre,2026-08-23
1873,88281,Mills Renta Fija Pesos FCI,nombre,2026-08-23
1874,88282,Mills Renta Fija Dolares FCI,nombre,2026-08-23
1875,88293,ALLARIA DOLAR RENTA INTERNACIONAL FCI,nombre,2026-08-23
1888,88335,Argenfunds Estrategia III F.C.I.,nombre,2026-08-23
1890,88350,GMC RETORNO TOTAL V,nombre,2026-08-23
1891,88351,GMC RETORNO TOTAL VI,nombre,2026-08-23
1894,88341,WISE CAPITAL FOREIGN EQUITY,nombre,2026-08-23
1897,88364,MERCADOLIBRE FONDO COMÚN DE INVERSIÓN CERRADO DE CRÉDITOS,nombre,2026-08-23
1898,88355,PELLEGRINI RENTA DÓLARES II F.C.I.,nombre,2026-08-23
1899,88356,PELLEGRINI RENTA DÓLARES III F.C.I.,nombre,2026-08-23
1900,88365,BAVSA RENTA BALANCEADO VIII,nombre,2026-08-23
1901,88366,BAVSA RENTA BALANCEADO IX,nombre,2026-08-23
1902,88367,BAVSA RENTA BALANCEADO DÓLARES IV,nombre,2026-08-23
1906,88348,WISE CAPITAL DOLLAR MONEY MARKET,nombre,2026-08-23
1907,88349,MAF CASH DOLARES I,nombre,2026-08-23
1909,88399,Puente Liquidez Pesos,nombre,2026-08-23
1910,88439,DXA FCI MULTICOBERTURA,nombre,2026-08-23
1911,88438,DXA FCI RETORNO TOTAL,nombre,2026-08-23
1912,88400,Fundcorp Long Performance Plus II,nombre,2026-08-23
1913,88413,COCOS DÓLAR MONEY MARKET FCI,nombre,2026-08-23
1916,88414,TANDEM – GLOBAL II FCI,nombre,2026-08-23
1917,88428,Argenfunds Calificado I FCI,nombre,2026-08-23
1919,88463,TORONTO TRUST DINAMICO,nombre,2026-08-23
1920,88430,1822 RAICES AHORRO DOLARES,nombre,2026-08-23
1922,88468,BULL MARKET LIQUIDEZ DÓLAR,nombre,2026-08-23
1925,88570,Argenfunds Calificado II F.C.I.,nombre,2026-08-23
1926,88492,Argenfunds Calificado III FCI,nombre,2026-08-23
1928,88434,PARAKEET GESTIÓN ACTIVA II,nombre,2026-08-23
1929,88435,PARAKEET BALANCED FUND III,nombre,2026-08-23
1930,88482,TANDEM - GLOBAL III FCI,nombre,2026-08-23
1931,88483,TANDEM - GLOBAL IV FCI,nombre,2026-08-23
1932,88528,GMC RENTA FIJA DOLARES,nombre,2026-08-23
1935,88505,BAVSA RENTA BALANCEADO X,nombre,2026-08-23
1936,88506,BAVSA RENTA BALANCEADO XI,nombre,2026-08-23
1941,88529,CICLO NOVA RETORNO TOTAL IV,nombre,2026-08-23
1947,88564,Puente Acciones Argentinas,nombre,2026-08-23
1948,88565,Puente Ahorro Pesos,nombre,2026-08-23
1949,88566,Puente Liquidez Dólares,nombre,2026-08-23
1952,88586,MAX RETORNO TOTAL PESOS V,nombre,2026-08-23
1953,88587,MAX RETORNO TOTAL PESOS VI,nombre,2026-08-23
1954,88588,MAX RETORNO TOTAL PESOS VII,nombre,2026-08-23
1960,88607,BLACKTORO PESOS,nombre,2026-08-23
1963,88610,PIONERO HORIZONTE II,nombre,2026-08-23
1974,88663,SPECIAL SITUATIONS FUND,nombre,2026-08-23
1975,88687,VINCI COMPASS RENTA MIXTA DÓLARES IV FCI,nombre,2026-08-23
1976,88692,BLACKTORO COBERTURA,nombre,2026-08-23
1977,88693,BLACKTORO TOTAL RETURN,nombre,2026-08-23
1978,88694,Fundcorp Renta Pesos,nombre,2026-08-23
1979,88717,PARAKEET GESTIÓN ACTIVA III,nombre,2026-08-23
198,63215,SUPERFONDO RENTA FIJA LATAM FONDO COMÚN DE INVERSIÓN,nombre,2026-08-23
1982,88746,BAVSA CRÉDITO PRODUCTIVO I,nombre,2026-08-23
1983,88754,CICLO NOVA AHORRO II,nombre,2026-08-23
212,63239,HF BALANCEADO,nombre,2026-08-23
221,63257,FIMA AHORRO PESOS,nombre,2026-08-23
251,63366,SBS TAVELLI MIX,nombre,2026-08-23
276,63362,Optimum FAE Fondo de Aplicaciones Especiales,nombre,2026-08-23
281,63461,Premier Renta CP en Pesos,nombre,2026-08-23
3,63254,FIMA ACCIONES,nombre,2026-08-23
305,63361,OPTIMUM DYNAMIC BALANCED FUND,nombre,2026-08-23
319,63308,PELLEGRINI RENTA FIJA,nombre,2026-08-23
351,63296,1810-RENTA VARIABLE ARGENTINA FCI,nombre,2026-08-23
373,63225,Schroder Corto Plazo Fondo Común de Inversión,nombre,2026-08-23
376,63272,FBA RENTA FIJA PESOS II,nombre,2026-08-23
423,63198,FBA HORIZONTE Fondo Común de Inversión,nombre,2026-08-23
428,63309,PELLEGRINI INTEGRAL,nombre,2026-08-23
445,63383,Fima Premium,nombre,2026-08-23
446,63368,SBS TAVELLI RENTA,nombre,2026-08-23
467,63244,PIONERO PESOS,nombre,2026-08-23
468,63360,Optimum Global Investment Grade,nombre,2026-08-23
470,63401,Galileo Event Driven FCI,nombre,2026-08-23
475,63375,GAINVEST RENTA FIJA,nombre,2026-08-23
482,63481,PREMIER RENTA PLUS EN PESOS,nombre,2026-08-23
490,63477,Optimum Renta Variable III,nombre,2026-08-23
492,63479,Optimum Renta Fija Argentina,nombre,2026-08-23
503,63418,DELTA RENTA,nombre,2026-08-23
504,63434,DELTA LATINOAMERICA,nombre,2026-08-23
505,63416,DELTA ACCIONES,nombre,2026-08-23
506,63417,DELTA AHORRO,nombre,2026-08-23
508,63490,1822 RAICES VALORES FIDUCIARIOS,nombre,2026-08-23
510,63439,FBA RENTA FIJA PESOS I,nombre,2026-08-23
514,63432,MEGAQM ESTRATEGIA 7,nombre,2026-08-23
515,63431,MEGAQM AHORRO,nombre,2026-08-23
517,63450,GSS I   FCI,nombre,2026-08-23
518,63451,GSS II   FCI,nombre,2026-08-23
519,63452,GSS III   FCI,nombre,2026-08-23
531,63471,DELTA SELECT,nombre,2026-08-23
532,63474,DELTA INTERNACIONAL,nombre,2026-08-23
533,63472,DELTA GESTIÓN IV,nombre,2026-08-23
534,63469,DELTA MONEDA,nombre,2026-08-23
535,63470,DELTA RECURSOS NATURALES,nombre,2026-08-23
536,63473,DELTA PESOS,nombre,2026-08-23
537,63524,FBA ACCIONES ARGENTINAS Fondo Común de Inversión,nombre,2026-08-23
542,63480,PIONERO RENTA AHORRO,nombre,2026-08-23
550,63497,PIONERO FF,nombre,2026-08-23
551,63491,GAINVEST RENTA FIJA DOLARES,nombre,2026-08-23
552,63500,Lombard Capital F.C.I.,nombre,2026-08-23
556,63507,FBA BONOS GLOBALES Fondo Común de Inversión,nombre,2026-08-23
560,63503,FBA RENTA FIJA PESOS PLUS I,nombre,2026-08-23
561,63502,Probolsa Fondo Común de Inversión,nombre,2026-08-23
563,63508,Compass Crecimiento II FCI,nombre,2026-08-23
564,63509,COMPASS RENTA MIXTA DÓLARES FCI,nombre,2026-08-23
571,63517,Adcap Renta Fija,nombre,2026-08-23
575,63520,ARPENTA ACCIONES ARGENTINA,nombre,2026-08-23
576,63521,SBS ACCIONES ARGENTINA F.C.I.,nombre,2026-08-23
577,63522,SBS AHORRO PESOS F.C.I.,nombre,2026-08-23
578,63523,SBS RENTA PESOS FCI,nombre,2026-08-23
581,63529,Galileo Argentina FCI,nombre,2026-08-23
585,63681,TORONTO TRUST SPECIAL OPPORTUNITIES FCI,nombre,2026-08-23
586,63531,QUIRON SAVINGS  FONDO COMUN DE INVERSION,nombre,2026-08-23
589,63536,DELTA EMPRESAS ARGENTINAS FONDO COMÚN DE INVERSIÓN ABIERTO PYMES,nombre,2026-08-23
590,63547,SCHRODER DESARROLLO Y CRECIMIENTO FONDO COMUN DE INVERSION ABIERTO PYMEs,nombre,2026-08-23
594,63549,OPTIMUM GLOBAL BALANCED,nombre,2026-08-23
599,63554,CONSULTATIO ESTRATÉGICO FCI,nombre,2026-08-23
600,63555,CONSULTATIO RENTA PLUS FCI,nombre,2026-08-23
605,63557,DELTA FEDERAL I,nombre,2026-08-23
606,63558,DELTA AHORRO PLUS,nombre,2026-08-23
607,63559,DELTA MULTIMERCADO I,nombre,2026-08-23
608,63560,SBS BALANCEADO FCI,nombre,2026-08-23
609,63563,SBS Gestion Renta Fija FCI,nombre,2026-08-23
610,63561,SBS ESTRATEGIA FCI,nombre,2026-08-23
611,63565,Alpha Pesos Plus,nombre,2026-08-23
612,63564,Schroder Renta Global Fondo Común de Inversión,nombre,2026-08-23
613,63562,Gainvest Fondo Común de Inversión Abierto Pymes,nombre,2026-08-23
614,63567,ALPHA RENTA PLUS,nombre,2026-08-23
62,63677,TORONTO TRUST FCI,nombre,2026-08-23
622,63575,Fondo Común de Inversión Gainvest Renta Fija Plus,nombre,2026-08-23
624,63576,DELTA GESTIÓN I,nombre,2026-08-23
625,63577,DELTA GESTIÓN II,nombre,2026-08-23
626,63579,Galileo FCI Abierto Pymes,nombre,2026-08-23
627,63578,Galileo Ahorro FCI,nombre,2026-08-23
629,63582,CONSULTATIO AHORRO PLUS ARGENTINA F.C.I.,nombre,2026-08-23
630,63590,Schroder Renta Global Dos Fondo Común de Inversión,nombre,2026-08-23
631,63583,QUIRON FIXED INCOME FONDO COMUN DE INVERSION,nombre,2026-08-23
636,63588,MAF Pesos Plus FCI,nombre,2026-08-23
637,63584,MAF Money Market FCI,nombre,2026-08-23
638,63591,Balanz Capital Renta Fija,nombre,2026-08-23
639,63594,ALPHA RENTA BALANCEADA GLOBAL,nombre,2026-08-23
641,63592,FIMA AHORRO PLUS,nombre,2026-08-23
643,63598,SBS PESOS PLUS FCI,nombre,2026-08-23
644,63599,SBS RETORNO TOTAL FCI,nombre,2026-08-23
648,63605,ARPENTA AHORRO PESOS,nombre,2026-08-23
650,63602,Gainvest Regional,nombre,2026-08-23
651,63600,Gainvest Renta Variable,nombre,2026-08-23
653,63603,CONSULTATIO RENTA VARIABLE F.C.I.,nombre,2026-08-23
654,63614,ARGENFUNDS Renta Fija F.C.I.,nombre,2026-08-23
655,63613,ARGENFUNDS Ahorro Pesos F.C.I.,nombre,2026-08-23
656,63606,PELLEGRINI RENTA FIJA AHORRO F.C.I.,nombre,2026-08-23
657,63622,PELLEGRINI AGRO F.C.I.,nombre,2026-08-23
662,63608,SBS TAVELLI GLOBAL,nombre,2026-08-23
669,63619,MEGAQM PERFORMANCE II,nombre,2026-08-23
670,63621,Adcap Moneda,nombre,2026-08-23
671,63624,CONSULTATIO RENTA BALANCEADA F.C.I.,nombre,2026-08-23
672,63623,CONSULTATIO RENTA LOCAL F.C.I.,nombre,2026-08-23
673,63625,CONSULTATIO RENTA NACIONAL F.C.I.,nombre,2026-08-23
674,63627,Fima Capital Plus,nombre,2026-08-23
675,63633,Galileo Premium FCI,nombre,2026-08-23
676,63628,MegaQM COBERTURA,nombre,2026-08-23
677,63636,Schroder Retorno Absoluto Fondo Común de Inversión,nombre,2026-08-23
679,63635,Gainvest Balanceado,nombre,2026-08-23
680,63629,MAF RENTA BALANCEADA 2 FONDO COMÚN DE INVERSIÓN,nombre,2026-08-23
681,63630,MAF AHORRO PESOS,nombre,2026-08-23
682,63631,MAF RENTA FIJA COBERTURA FONDO COMÚN DE INVERSIÓN,nombre,2026-08-23
686,63641,Adcap Balanceado I,nombre,2026-08-23
687,63642,Adcap  Acciones,nombre,2026-08-23
688,63643,Adcap Pesos Plus,nombre,2026-08-23
69,63259,FIMA RENTA PESOS,nombre,2026-08-23
692,63644,MAF Renta Argentina FCI,nombre,2026-08-23
693,81091,ADCAP Cima Renta Fija Argentina Plus FCI,nombre,2026-08-23
694,63772,Compass Renta Fija IV F.C.I.,nombre,2026-08-23
699,63684,TORONTO TRUST MULTIMERCADO FCI,nombre,2026-08-23
70,88310,FCI CONOSUR AHORRO DÓLAR,nombre,2026-08-23
700,63680,TORONTO TRUST RENTA FIJA FCI,nombre,2026-08-23
701,63682,TORONTO TRUST RENTA FIJA PLUS FCI,nombre,2026-08-23
702,63649,ST Renta Fija FCI,nombre,2026-08-23
703,63655,ST Renta Mixta FCI,nombre,2026-08-23
705,63657,CONSULTATIO GESTIÓN X FCI,nombre,2026-08-23
706,63658,CONSULTATIO DIAMANTE PLUS FCI,nombre,2026-08-23
707,63683,TORONTO TRUST AHORRO FCI,nombre,2026-08-23
709,63668,GestionAr RENTA FIJA F.C.I.,nombre,2026-08-23
711,63662,ARGENFUNDS Abierto Pymes F.C.I.,nombre,2026-08-23
712,63660,1822 RAÍCES INVERSIÓN FONDO COMÚN DE INVERSIÓN,nombre,2026-08-23
716,63664,Schroder Pesos F.C.I.,nombre,2026-08-23
717,63663,Schroder Renta Plus F.C.I.,nombre,2026-08-23
719,63666,MAF Renta Mixta FCI,nombre,2026-08-23
720,63678,TORONTO TRUST ABIERTO PYMES FCI,nombre,2026-08-23
721,63679,TORONTO TRUST GLOBAL CAPITAL FCI,nombre,2026-08-23
723,63674,ARGENFUNDS Renta Pesos F.C.I.,nombre,2026-08-23
724,63675,ARGENFUNDS Renta Argentina F.C.I.,nombre,2026-08-23
725,63671,MAF Renta Balanceada FCI,nombre,2026-08-23
726,63672,MEGAQM ESTRATEGIA 8,nombre,2026-08-23
727,63687,Premier Capital,nombre,2026-08-23
728,63688,MegaQM Retorno Total,nombre,2026-08-23
733,63706,LOMBARD ABIERTO PLUS,nombre,2026-08-23
734,81093,ADCAP Cima Renta Fija Nacional FCI,nombre,2026-08-23
737,63693,MegaQM Pesos,nombre,2026-08-23
738,81095,ADCAP Cima Renta Total FCI,nombre,2026-08-23
740,63695,Cohen Cobertura,nombre,2026-08-23
741,63701,MAF Ahorro FCI,nombre,2026-08-23
743,63699,Gainvest Capital Fondo Común de Inversión,nombre,2026-08-23
744,63700,Gainvest Crecimiento Fondo Común de Inversión,nombre,2026-08-23
746,63713,MegaQM Renta Mixta,nombre,2026-08-23
748,63712,DELTA PERFORMANCE,nombre,2026-08-23
749,63711,DELTA GESTIÓN III,nombre,2026-08-23
750,63733,SBS RENTA DÓLAR ARGENTINA FCI,nombre,2026-08-23
751,63725,SBS RENTA CAPITAL FCI,nombre,2026-08-23
752,63724,SBS CAPITAL PLUS FCI,nombre,2026-08-23
753,63734,SBS RENTA DÓLAR LATAM FCI,nombre,2026-08-23
754,63708,MEGAQM ESTRATEGIA 4,nombre,2026-08-23
755,63709,MEGAQM ACCIONES,nombre,2026-08-23
756,63710,MEGAQM ESTRATEGIA 5,nombre,2026-08-23
760,63717,Megainver Renta Global,nombre,2026-08-23
763,63719,Galileo Acciones FCI,nombre,2026-08-23
764,63720,Galileo Renta Fija FCI,nombre,2026-08-23
765,80617,Galileo Ahorro Plus,nombre,2026-08-23
766,63742,LOMBARD ACCIONES LIDERES,nombre,2026-08-23
769,63735,MegaQM Balanceado,nombre,2026-08-23
770,63736,MEGAQM ESTRATEGIA 6,nombre,2026-08-23
774,63726,IAM Ahorro Pesos FCI,nombre,2026-08-23
775,63727,IAM Renta Plus FCI,nombre,2026-08-23
776,63728,IAM Renta Crecimiento FCI,nombre,2026-08-23
778,63746,CONSULTATIO ONE AHORRO FCI,nombre,2026-08-23
