ticker,ley,moneda_pago,lamina,calificacion,sector,underlying
PVC3O,Ley Argentina,MEP,,,Financiera,Banco Provincia Bs As
PZCGD,Ley Argentina,MEP,100.0,AA (FIX),,
PZCGO,Ley Argentina,MEP,100.0,AA (FIX),Real Estate,Plaza Logistica S.R.L.
RC1CC,Ley N.Y.,CCL,1000.0,B+ (Fitch),,
RC1CD,Ley N.Y.,CCL,1000.0,B+ (Fitch),,
RC1CO,Ley N.Y.,CCL,1000.0,B+ (Fitch),Alimentos y Consumo,Arcor S.A.I.C.
RC2CC,Ley Argentina,MEP,1.0,,,
RC2CD,Ley Argentina,MEP,1.0,,,
RC2CO,Ley Argentina,MEP,1.0,,Alimentos y Consumo,Arcor S.A.I.C.
RC5CC,Ley Argentina,MEP,100.0,,,
RC5CD,Ley Argentina,MEP,100.0,,,
RC5CO,Ley Argentina,MEP,100.0,,Alimentos y Consumo,Arcor S.A.I.C.
RCCRC,Ley Argentina,MEP,100.0,AAA (FIX),,
RCCRD,Ley Argentina,MEP,100.0,AAA (FIX),,
RCCRO,Ley Argentina,MEP,100.0,AAA (FIX),Alimentos y Consumo,Arcor S.A.I.C.
RUCDC,Ley N.Y.,CCL,1.0,CCC (Fitch),,
RUCDD,Ley N.Y.,CCL,1.0,CCC (Fitch),,
RUCDO,Ley N.Y.,CCL,1.0,CCC (Fitch),O&G,Msu Energy Sa
RUCEC,Ley Argentina,MEP,100.0,AA-(arg) (FIX),,
RUCED,Ley Argentina,MEP,100.0,AA-(arg) (FIX),,
RUCEO,Ley Argentina,MEP,100.0,AA-(arg) (FIX),O&G,Msu Energy Sa
RZABD,Ley Argentina,MEP,100.0,A+ (FIX),,
RZABO,Ley Argentina,MEP,100.0,A+ (FIX),Agro,Rizobacter Argentina S.A
RZBBD,Ley Argentina,MEP,100.0,,,
RZBBO,Ley Argentina,MEP,100.0,,Agro,Rizobacter Argentina S.A
RZBCD,Ley Argentina,MEP,100.0,,,
RZBCO,Ley Argentina,MEP,100.0,,Agro,Rizobacter Argentina S.A
S13N6,,,,,Soberano,Gobierno Argentino
S14G6,,,,,Soberano,Gobierno Argentino
S15S6,,,,,Soberano,Gobierno Argentino
S17L6,,,,,Soberano,Gobierno Argentino
S24DD,,,,,Subsoberano,
S30N6,,,,,Soberano,Gobierno Argentino
S30O6,,,,,Soberano,Gobierno Argentino
S30S6,,,,,Soberano,Gobierno Argentino
S31G6,,,,,Soberano,Gobierno Argentino
S31L6,,,,,Soberano,Gobierno Argentino
SA24D,,,,,Subsoberano,
SBC1C,Ley Argentina,MEP,100.0,AA (FIX),,
SBC1D,Ley Argentina,MEP,100.0,AA (FIX),,
SBC1O,Ley Argentina,MEP,100.0,AA (FIX),Financiera,Scania Credit
SBC2C,Ley Argentina,MEP,1.0,AA(arg) (FIX),,
SBC2D,Ley Argentina,MEP,1.0,AA(arg) (FIX),,
SBC2O,Ley Argentina,MEP,1.0,AA(arg) (FIX),Financiera,Scania Credit
SBC3C,Ley Argentina,MEP,100.0,,,
SBC3D,Ley Argentina,MEP,100.0,,,
SBC3O,Ley Argentina,MEP,100.0,,Financiera,Scania Credit
SFD34,,,,,Subsoberano,
SFN27,,,,,Subsoberano,
SIC1C,Ley Argentina,MEP,100.0,A+(arg) (FIX),,
SIC1D,Ley Argentina,MEP,100.0,A+(arg) (FIX),,
SIC1O,Ley Argentina,MEP,100.0,A+(arg) (FIX),Industria,Sidersa S.A.
SIC2C,Ley Argentina,MEP,100.0,,,
SIC2D,Ley Argentina,MEP,100.0,,,
SIC2O,Ley Argentina,MEP,100.0,,Industria,Sidersa S.A.
SNABD,Ley Argentina,MEP,50.0,,,
SNABO,Ley Argentina,MEP,50.0,,Agro,Sa San Miguel Agici Y F
SNEBC,Ley Argentina,MEP,1.0,,,
SNEBD,Ley Argentina,MEP,1.0,,,
SNEBO,Ley Argentina,MEP,1.0,,Agro,Sa San Miguel Agici Y F
SNSBD,Ley Argentina,MEP,1.0,A- (FIX),,
SNSBO,Ley Argentina,MEP,1.0,A- (FIX),Agro,Sa San Miguel Agici Y F
SNSDD,Ley Argentina,MEP,50.0,,,
SNSDO,Ley Argentina,MEP,50.0,,Agro,Sa San Miguel Agici Y F
STCFD,Ley Argentina,MEP,,,,
STCFO,Ley Argentina,MEP,,,Financiera,Grupo St S.A.
SXC4C,Ley Argentina,MEP,100.0,,,
SXC4D,Ley Argentina,MEP,100.0,,,
SXC4O,Ley Argentina,MEP,100.0,,Financiera,Mercado Pago
SXC6O,Ley Argentina,MEP,,,Financiera,Mercado Pago
T15E7,,,,,Soberano,Gobierno Argentino
T30A7,,,,,Soberano,Gobierno Argentino
T30J7,,,,,Soberano,Gobierno Argentino
T31Y7,,,,,Soberano,Gobierno Argentino
T641C,Ley Argentina,MEP,1200.0,AA (FIX),,
T641D,Ley Argentina,MEP,1200.0,AA (FIX),,
T641O,Ley Argentina,MEP,1200.0,AA (FIX),,
T662C,Ley Argentina,MEP,100.0,A1+(arg) (FIX),,
T662D,Ley Argentina,MEP,100.0,A1+(arg) (FIX),,
T662O,Ley Argentina,MEP,100.0,A1+(arg) (FIX),Financiera,Tarjeta Naranja S.A.
T672D,Ley Argentina,MEP,100.0,,,
T672O,Ley Argentina,MEP,100.0,,Financiera,Tarjeta Naranja S.A.
T673C,Ley Argentina,CCL,,,,
T673D,Ley Argentina,CCL,,,,
T673O,Ley Argentina,CCL,,,Financiera,Tarjeta Naranja S.A.
TFU27,,,,,Subsoberano,
TLCMC,Ley N.Y.,CCL,1000.0,AA+(arg),,
TLCMD,Ley N.Y.,CCL,1000.0,AA+(arg),,
TLCMO,Ley N.Y.,CCL,1000.0,AA+(arg),Telecomunicaciones,Telecom Argentina S.A
TLCOC,Ley Argentina,MEP,100.0,AA+ (FIX),,
TLCOD,Ley Argentina,MEP,100.0,AA+ (FIX),,
TLCOO,Ley Argentina,MEP,100.0,AA+ (FIX),Telecomunicaciones,Telecom Argentina S.A
TLCPC,Ley N.Y.,CCL,1.0,B (Fitch),,
TLCPD,Ley N.Y.,CCL,1.0,B (Fitch),,
TLCPO,Ley N.Y.,CCL,1.0,B (Fitch),Telecomunicaciones,Telecom Argentina S.A
TLCQC,Ley Argentina,MEP,100.0,,,
TLCQD,Ley Argentina,MEP,100.0,,,
TLCQO,Ley Argentina,MEP,100.0,,Telecomunicaciones,Telecom Argentina S.A
TLCTC,Ley N.Y.,CCL,1.0,B2 (Moodys),,
TLCTD,Ley N.Y.,CCL,1.0,B2 (Moodys),,
TLCTO,Ley N.Y.,CCL,1.0,B2 (Moodys),Telecomunicaciones,Telecom Argentina S.A
TLCUC,Ley Argentina,MEP,100.0,,,
TLCUD,Ley Argentina,MEP,100.0,,,
TLCUO,Ley Argentina,MEP,100.0,,Telecomunicaciones,Telecom Argentina S.A
TLCVC,Ley Argentina,MEP,100.0,,,
TLCVD,Ley Argentina,MEP,100.0,,,
TLCVO,Ley Argentina,MEP,100.0,,Telecomunicaciones,Telecom Argentina S.A
TLCWC,Ley Argentina,MEP,100.0,,,
TLCWD,Ley Argentina,MEP,100.0,,,
TLCWO,Ley Argentina,MEP,100.0,,Telecomunicaciones,Telecom Argentina S.A
TMF27,,,,,Soberano,Gobierno Argentino
TMF28,,,,,Soberano,Gobierno Argentino
TMG27,,,,,Soberano,Gobierno Argentino
TMG28,,,,,Soberano,Gobierno Argentino
TML27,,,,,Soberano,Gobierno Argentino
TO26,,,,,Soberano,Gobierno Argentino
TSC3C,Ley N.Y.,CCL,10000.0,B (Fitch),,
TSC3D,Ley N.Y.,CCL,10000.0,B (Fitch),,
TSC3O,Ley N.Y.,CCL,10000.0,B (Fitch),O&G,Transportadora De Gas Del Sur S.A.
TSC4C,Ley N.Y.,CCL,1000.0,B (Fitch),,
TSC4D,Ley N.Y.,CCL,1000.0,B (Fitch),,
TSC4O,Ley N.Y.,CCL,1000.0,B (Fitch),O&G,Transportadora De Gas Del Sur S.A.
TTC8C,Ley Argentina,MEP,1.0,,,
TTC8D,Ley Argentina,MEP,1.0,,,
TTC8O,Ley Argentina,MEP,1.0,,O&G,Tecpetrol S.A.
TTC9C,Ley Argentina,MEP,1.0,,,
TTC9D,Ley Argentina,MEP,1.0,,,
TTC9O,Ley Argentina,MEP,1.0,,O&G,Tecpetrol S.A.
TTCAC,Ley N.Y.,CCL,1000.0,AAA(arg),,
TTCAD,Ley N.Y.,CCL,1000.0,AAA(arg),,
TTCAO,Ley N.Y.,CCL,1000.0,AAA(arg),O&G,Tecpetrol S.A.
TTCBC,Ley Argentina,MEP,1.0,AAA (FIX),,
TTCBD,Ley Argentina,MEP,1.0,AAA (FIX),,
TTCBO,Ley Argentina,MEP,1.0,AAA (FIX),O&G,Tecpetrol S.A.
TTCDC,Ley N.Y.,CCL,1000.0,AAA(arg),,
TTCDD,Ley N.Y.,CCL,1000.0,AAA(arg),,
TTCDO,Ley N.Y.,CCL,1000.0,AAA(arg),O&G,Tecpetrol S.A.
TTCEC,Ley Argentina,MEP,1.0,AAA(arg) (FIX),,
TTCED,Ley Argentina,MEP,1.0,AAA(arg) (FIX),,
TTCEO,Ley Argentina,MEP,1.0,AAA(arg) (FIX),O&G,Tecpetrol S.A.
TTD26,,,,,Soberano,Gobierno Argentino
TTS26,,,,,Soberano,Gobierno Argentino
TX26,,,,,Soberano,Gobierno Argentino
TX28,,,,,Soberano,Gobierno Argentino
TX31,,,,,Soberano,Gobierno Argentino
TXMD8,,,,,Soberano,Gobierno Argentino
TXMD9,,,,,Soberano,Gobierno Argentino
TXMJ0,,,,,Soberano,Gobierno Argentino
TXMJ8,,,,,Soberano,Gobierno Argentino
TXMJ9,,,,,Soberano,Gobierno Argentino
TY30P,,,,,Soberano,Gobierno Argentino
TZV27,,,,,Soberano,Gobierno Argentino
TZV28,,,,,Soberano,Gobierno Argentino
TZVD8,,,,,Soberano,Gobierno Argentino
TZX27,,,,,Soberano,Gobierno Argentino
TZX28,,,,,Soberano,Gobierno Argentino
TZXA7,,,,,Soberano,Gobierno Argentino
TZXD6,,,,,Soberano,Gobierno Argentino
TZXD7,,,,,Soberano,Gobierno Argentino
TZXD8,,,,,Soberano,Gobierno Argentino
TZXM7,,,,,Soberano,Gobierno Argentino
TZXM8,,,,,Soberano,Gobierno Argentino
TZXM9,,,,,Soberano,Gobierno Argentino
TZXO6,,,,,Soberano,Gobierno Argentino
TZXO7,,,,,Soberano,Gobierno Argentino
TZXS7,,,,,Soberano,Gobierno Argentino
TZXS8,,,,,Soberano,Gobierno Argentino
TZXY7,,,,,Soberano,Gobierno Argentino
VAC3P,Ley Argentina,MEP,,,Alimentos y Consumo,Vitalcan S.A.
VBC1C,Ley Argentina,MEP,1000.0,AA+ (FIX),,
VBC1D,Ley Argentina,MEP,1000.0,AA+ (FIX),,
VBC1O,Ley Argentina,MEP,1000.0,AA+ (FIX),Financiera,Banco De Valores S.A.
VBC2C,Ley Argentina,MEP,1.0,ML A-1.ar (Moodys),,
VBC2D,Ley Argentina,MEP,1.0,ML A-1.ar (Moodys),,
VBC2O,Ley Argentina,MEP,1.0,ML A-1.ar (Moodys),Financiera,Banco De Valores S.A.
VSCOC,Ley Argentina,MEP,,,,
VSCOD,Ley Argentina,MEP,,,,
VSCOO,Ley Argentina,MEP,,,O&G,Vista Energy Argentina S.A.U.
VSCPC,Ley Argentina,CCL,100.0,AAA (FIX),,
VSCPD,Ley Argentina,CCL,100.0,AAA (FIX),,
VSCPO,Ley Argentina,CCL,100.0,AAA (FIX),O&G,Vista Energy Argentina S.A.U.
VSCRC,Ley Argentina,CCL,1.0,AAA (FIX),,
VSCRD,Ley Argentina,CCL,1.0,AAA (FIX),,
VSCRO,Ley Argentina,CCL,1.0,AAA (FIX),O&G,Vista Energy Argentina S.A.U.
VSCTC,Ley N.Y.,CCL,10000.0,AAA(arg),,
VSCTD,Ley N.Y.,CCL,10000.0,AAA(arg),,
VSCTO,Ley N.Y.,CCL,10000.0,AAA(arg),O&G,Vista Energy Argentina S.A.U.
VSCUC,Ley Argentina,CCL,1000.0,AAA (FIX),,
VSCUD,Ley Argentina,CCL,1000.0,AAA (FIX),,
VSCUO,Ley Argentina,CCL,1000.0,AAA (FIX),O&G,Vista Energy Argentina S.A.U.
VSCVC,Ley N.Y.,CCL,1000.0,BB- (Fitch),,
VSCVD,Ley N.Y.,CCL,1000.0,BB- (Fitch),,
VSCVO,Ley N.Y.,CCL,1000.0,BB- (Fitch),O&G,Vista Energy Argentina S.A.U.
VSCWC,Ley Argentina,MEP,,,,
VSCWD,Ley Argentina,MEP,,,,
VSCWO,Ley Argentina,MEP,,,O&G,Vista Energy Argentina S.A.U.
VSCXC,Ley N.Y.,CCL,1000.0,AAA(arg),,
VSCXD,Ley N.Y.,CCL,1000.0,AAA(arg),,
VSCXO,Ley N.Y.,CCL,1000.0,AAA(arg),O&G,Vista Energy Argentina S.A.U.
VSCYC,Ley Argentina,CCL,,,,
VSCYD,Ley Argentina,CCL,,,,
VSCYO,Ley Argentina,CCL,,,O&G,Vista Energy Argentina S.A.U.
VSCZC,Ley Argentina,MEP,100.0,,,
VSCZD,Ley Argentina,MEP,100.0,,,
VSCZO,Ley Argentina,MEP,100.0,,O&G,Vista Energy Argentina S.A.U.
WBS1D,Ley Argentina,MEP,1.0,ML A-1.ar (Moodys),,
WBS1O,Ley Argentina,MEP,1.0,ML A-1.ar (Moodys),Financiera,Banco Mariva
WBS3D,Ley Argentina,MEP,1000.0,,,
WBS3O,Ley Argentina,MEP,1000.0,,Financiera,Banco Mariva
X30N6,,,,,Soberano,Gobierno Argentino
X30S6,,,,,Soberano,Gobierno Argentino
X31L6,,,,,Soberano,Gobierno Argentino
XMC1C,Ley Argentina,MEP,100.0,AA(arg) (FIX),,
XMC1D,Ley Argentina,MEP,100.0,AA(arg) (FIX),,
XMC1O,Ley Argentina,MEP,100.0,AA(arg) (FIX),Mineria,Minera Exar S.A.
YCAMC,Ley N.Y.,CCL,10000.0,AAA(arg),,
YCAMD,Ley N.Y.,CCL,10000.0,AAA(arg),,
YCAMO,Ley N.Y.,CCL,10000.0,AAA(arg),O&G,YPF S.A.
YFCGD,Ley Argentina,MEP,100.0,,,
YFCGO,Ley Argentina,MEP,100.0,,Servicios,YPF LUZ S.A
YFCIC,Ley Argentina,MEP,100.0,,,
YFCID,Ley Argentina,MEP,100.0,,,
YFCIO,Ley Argentina,MEP,100.0,,Servicios,YPF LUZ S.A
YFCJC,Ley N.Y.,CCL,1000.0,AAA(arg),,
YFCJD,Ley N.Y.,CCL,1000.0,AAA(arg),,
YFCJO,Ley N.Y.,CCL,1000.0,AAA(arg),Servicios,YPF LUZ S.A
YFCKO,Ley Argentina,MEP,100.0,AAA(arg) (FIX),Servicios,YPF LUZ S.A
YFCLC,Ley Argentina,MEP,100.0,AAA(arg) (FIX),,
YFCLD,Ley Argentina,MEP,100.0,AAA(arg) (FIX),,
YFCLO,Ley Argentina,MEP,100.0,AAA(arg) (FIX),Servicios,YPF LUZ S.A
YFCMD,Ley Argentina,MEP,100.0,AAA(arg) (FIX),,
YFCMO,Ley Argentina,MEP,100.0,AAA(arg) (FIX),Servicios,YPF LUZ S.A
YFCNC,Ley Argentina,MEP,100.0,,,
YFCND,Ley Argentina,MEP,100.0,,,
YFCNO,Ley Argentina,MEP,100.0,,Servicios,YPF LUZ S.A
YFCOC,Ley Argentina,MEP,100.0,,,
YFCOD,Ley Argentina,MEP,100.0,,,
YFCOO,Ley Argentina,MEP,100.0,,Servicios,YPF LUZ S.A
YM34C,Ley N.Y.,CCL,1000.0,AAA(arg),,
YM34D,Ley N.Y.,CCL,1000.0,AAA(arg),,
YM34O,Ley N.Y.,CCL,1000.0,AAA(arg),O&G,YPF S.A.
YM35C,Ley Argentina,MEP,100.0,AAA(arg) (FIX),,
YM35D,Ley Argentina,MEP,100.0,AAA(arg) (FIX),,
YM35O,Ley Argentina,MEP,100.0,AAA(arg) (FIX),O&G,YPF S.A.
YM37C,Ley Argentina,MEP,100.0,AAA (FIX),,
YM37D,Ley Argentina,MEP,100.0,AAA (FIX),,
YM37O,Ley Argentina,MEP,100.0,AAA (FIX),O&G,YPF S.A.
YM38C,Ley Argentina,MEP,100.0,AAA(arg) (FIX),,
YM38D,Ley Argentina,MEP,100.0,AAA(arg) (FIX),,
YM38O,Ley Argentina,MEP,100.0,AAA(arg) (FIX),O&G,YPF S.A.
YM39C,Ley Argentina,CCL,100.0,AAA(arg) (FIX),,
YM39D,Ley Argentina,CCL,100.0,AAA(arg) (FIX),,
YM39O,Ley Argentina,CCL,100.0,AAA(arg) (FIX),O&G,YPF S.A.
YM40C,Ley Argentina,MEP,1.0,AAA(arg) (FIX),,
YM40D,Ley Argentina,MEP,1.0,AAA(arg) (FIX),,
YM40O,Ley Argentina,MEP,1.0,AAA(arg) (FIX),O&G,YPF S.A.
YM41C,Ley Argentina,MEP,1.0,AAA(arg) (FIX),,
YM41D,Ley Argentina,MEP,1.0,AAA(arg) (FIX),,
YM41O,Ley Argentina,MEP,1.0,AAA(arg) (FIX),O&G,YPF S.A.
YM42C,Ley Argentina,MEP,100.0,AAA(arg) (FIX),,
YM42D,Ley Argentina,MEP,100.0,AAA(arg) (FIX),,
YM42O,Ley Argentina,MEP,100.0,AAA(arg) (FIX),O&G,YPF S.A.
YM43C,Ley Argentina,MEP,100.0,AAA(arg) (FIX),,
YM43D,Ley Argentina,MEP,100.0,AAA(arg) (FIX),,
YM43O,Ley Argentina,MEP,100.0,AAA(arg) (FIX),O&G,YPF S.A.
YMC1C,Ley N.Y.,CCL,,,,
YMC1D,Ley N.Y.,CCL,,,,
YMC1O,Ley N.Y.,CCL,,,O&G,YPF S.A.
YMCIC,Ley N.Y.,CCL,1.0,AAA(arg),,
YMCID,Ley N.Y.,CCL,1.0,AAA(arg),,
YMCIO,Ley N.Y.,CCL,1.0,AAA(arg),O&G,YPF S.A.
YMCJC,Ley N.Y.,CCL,1.0,AAA(arg),,
YMCJD,Ley N.Y.,CCL,1.0,AAA(arg),,
YMCJO,Ley N.Y.,CCL,1.0,AAA(arg),O&G,YPF S.A.
YMCPO,Ley Argentina,MEP,,,O&G,YPF S.A.
YMCXC,Ley N.Y.,CCL,1.0,AAA(arg),,
YMCXD,Ley N.Y.,CCL,1.0,AAA(arg),,
YMCXO,Ley N.Y.,CCL,1.0,AAA(arg),O&G,YPF S.A.
YMCYC,Ley Argentina,MEP,1.0,AAA(arg) (FIX),,
YMCYD,Ley Argentina,MEP,1.0,AAA(arg) (FIX),,
YMCYO,Ley Argentina,MEP,1.0,AAA(arg) (FIX),O&G,YPF S.A.
YMCZC,Ley Argentina,CCL,1.0,AAA(arg) (FIX),,
YMCZD,Ley Argentina,CCL,1.0,AAA(arg) (FIX),,
YMCZO,Ley Argentina,CCL,1.0,AAA(arg) (FIX),O&G,YPF S.A.
YPC4O,Ley N.Y.,CCL,,,O&G,YPF S.A.
ZPC2O,Ley Argentina,MEP,1.0,AA(arg) (FIX),Real Estate,Plaza Logistica S.R.L.
ZPC3C,Ley Argentina,MEP,1.0,AA(arg) (FIX),,
ZPC3D,Ley Argentina,MEP,1.0,AA(arg) (FIX),,
ZPC3O,Ley Argentina,MEP,1.0,AA(arg) (FIX),Real Estate,Plaza Logistica S.R.L.
ZPC5D,Ley Argentina,MEP,100.0,,,
ZPC5O,Ley Argentina,MEP,100.0,,Real Estate,Plaza Logistica S.R.L.
ZZC1C,Ley Argentina,MEP,100.0,,,
ZZC1D,Ley Argentina,MEP,100.0,,,
ZZC1O,Ley Argentina,MEP,100.0,,Servicios,Camuzzi Gas Pampeana S.A.
